AS      | CC | Registry | Allocated  | AS Name
10594   | US | arin     |            | CEC - Cutting Edge Communications, Inc.,US
10595   | US | arin     |            | MAUSWERKS - Mauswerks, LLC.,US
10596   | US | arin     |            | JETNET - Jet.Net Internet Services,US
10598   | US | arin     |            | CIRR - Central Iowa (Model) Railroad,US
10599   | US | arin     |            | MCKESSON - McKesson Corp.,US
106     | US | arin     |            | GDAIS-ASN-106 - General Dynamics Advanced Information Systems, Inc.,US
10602   | US | arin     |            | TDL - The Diamond Lane,US
10604   | US | arin     |            | KINKO - Kinkos, Inc.,US
10607   | US | arin     |            | ETHERN - Global Communications INTERNETworking Corp.,US
10615   | US | arin     |            | PAINEWEBBER-ASN - UBS AG,US
10616   | US | arin     |            | NTIS - National Technical Information Service,US
10617   | AR | lacnic   |            | SION S.A,AR
10620   | CO | lacnic   |            | Telmex Colombia S.A.,CO
10625   | US | arin     |            | IDC-RTS - Interactive Data RTS,US
10627   | US | arin     |            | CP-AS-AS10627 - Critical Path Inc.,US
10628   | US | arin     |            | VINS-AS-1 - ViaWest ,US
10631   | US | arin     |            | GEORGIA-STATE - Georgia State University,US
10632   | US | arin     |            | PSE-AS - Puget Sound Energy,US
10633   | US | arin     |            | AVIDGDC - Avid Technology, Inc.,US
10634   | US | arin     | 2008-12-04 | INET-COMPUTERS-INC - iNET Computers, Inc.,US
10636   | US | arin     | 2007-02-23 | CAPGEMINI-US - Capgemini Financial Services USA Inc.,US
10647   | US | arin     |            | NACM - Nicholas Applegate,US
10653   | US | arin     |            | MVANET - USAI.NET,US
10655   | US | arin     |            | BUREAU-NAT-AFF - BUREAU OF NATIONAL AFFAIRS, INC.,US
10659   | US | arin     |            | SEQUENT-CS2 - IBM,US
10660   | US | arin     |            | SYSNET-AS - SYSNET Communications,US
10661   | US | arin     | 2009-11-04 | SF-FIN-LP - Steadfast Financial LP,US
10662   | US | arin     |            | NORFOLK-SOUTHERN - Norfolk Southern Corporation,US
10666   | US | arin     |            | ALLERGAN - Allergan, Inc.,US
10668   | US | arin     |            | LEE-ASN - Lee Enterprises, Inc.,US
10670   | BR | lacnic   |            | COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO ESTADO MG,BR
10671   | AR | lacnic   |            | Comision Nacional de Actividades Espaciales,AR
10674   | US | arin     |            | GRUCOM - Gainesville Regional Utilities,US
10676   | US | arin     |            | GLOBALEC - Sterling Commerce (America), Inc.,US
10678   | CA | arin     |            | TRENDS-NET - @trends.ca,CA
10685   | US | arin     |            | ASA5COM - A5.COM,US
10688   | BR | lacnic   |            | ISM AUTOMACAO S.A.,BR
10689   | US | arin     |            | FVI-CHI - Fox Valley Internet, Inc.,US
10692   | US | arin     |            | DLS-LITH - DLS Internet Services,US
10694   | US | arin     |            | MONST-2AS - Monster Worldwide, Inc.,US
10695   | US | arin     |            | WAL-MART - Wal-Mart Stores, Inc.,US
10696   | US | arin     |            | MICROPATENT - MicroPatent,US
10697   | AR | lacnic   |            | Interlink S.R.L.,AR
10700   | US | arin     |            | TECINFO - TECINFO,US
10702   | US | arin     |            | INL-AS - Idaho National Laboratory,US
10703   | US | arin     |            | PENTICS - Quadrunner Communications,US
10704   | BR | lacnic   | 2000-09-14 | Microlink Telecom (LNCC),BR
10706   | MX | lacnic   |            | Grupo Empresarial Mexicano en Telecomunicaciones, S.A. de C.V.,MX
10708   | US | arin     |            | SELECTNET-AS - SelectNet Internet Services,US
10713   | US | arin     |            | GIGAN-3 - Insync Internet Services, Inc.,US
10715   | BR | lacnic   | 2000-02-16 | Universidade Federal de Santa Catarina,BR
10717   | US | arin     |            | SCHOLASTIC - Scholastic Inc.,US
10718   | US | arin     |            | CONSECO - Conseco Companies,US
10721   | US | arin     | 2011-02-04 | THEAN8 - The Andersons Inc,US
10722   | US | arin     |            | ALCOA - Aluminum Co. of America,US
10723   | US | arin     | 2010-10-18 | MGL-40-ASN - Meritage Group LP,US
10725   | US | arin     |            | GENENTECH - Genentech, Inc.,US
10727   | US | arin     |            | NETACCESS-1 - Netaccess, Inc.,US
10730   | US | arin     |            | SN-DFO - Syndeo Networks, Inc,US
10732   | US | arin     |            | TIERRANET - TierraNet Inc.,US
10733   | BR | lacnic   |            | MATRIX INTERNET S.A.,BR
10736   | US | arin     |            | ITLTD - International Telcom, Ltd.,US
10745   | US | arin     |            | ARIN-ASH-CHA - ARIN Operations,US
10746   | US | arin     |            | TAIS - TOSHIBA AMERICA INFORMATION SYSTEMS,US
10753   | US | arin     |            | LVLT-10753 - Level 3 Communications, Inc.,US
10754   | US | arin     |            | GOV-FRB-BOG - Federal Reserve Board,US
10755   | US | arin     |            | DARTMOUTH-AS - Dartmouth College,US
10756   | US | arin     |            | VVM-AS - VVM, Inc.,US
10759   | US | arin     | 2005-05-05 | INFRASWITCH - Infraswitch,US
10764   | US | arin     |            | STARTAP - National Center for Supercomputing Applications,US
10765   | US | arin     |            | CLOUDNET-AS - CloudNet,US
1077    | CA | arin     |            | GONET-ASN-17 - GONET,CA
10770   | US | arin     |            | SBIS-ASN-BLK-2 - AT&T Internet Services,US
10771   | US | arin     |            | SBIS-ASN-BLK-2 - AT&T Internet Services,US
10772   | US | arin     |            | SBIS-ASN-BLK-2 - AT&T Internet Services,US
10773   | US | arin     |            | SBIS-ASN-BLK-2 - AT&T Internet Services,US
10774   | US | arin     |            | SBIS-ASN-BLK-2 - AT&T Internet Services,US
10778   | CL | lacnic   |            | MCL Internet,CL
10779   | US | arin     | 2005-02-15 | FLAGSHIP - Flagship Customs Services,US
10780   | US | arin     | 2014-05-28 | PURE-STORAGE - Pure Storage, INC.,US
10782   | US | arin     |            | HP-DIGITAL-10782 - Hewlett-Packard Company,US
10784   | US | arin     | 2001-12-27 | TOTALITY - MCI Communications Services, Inc. d/b/a Verizon Business,US
10786   | US | arin     | 2005-02-08 | CHARTWAY-FCU - Chartway Federal Credit Union,US
10788   | US | arin     |            | CDW - CDW LLC,US
10790   | US | arin     | 2013-08-12 | QS-PHL - Quatro Systems Inc,US
10794   | US | arin     |            | BANKAMERICA - Bank of America,US
10796   | US | arin     | 2000-06-09 | SCRR-10796 - Time Warner Cable Internet LLC,US
10798   | ZA | afrinic  |            | SBICSA,ZA
10799   | US | arin     |            | PITTENCRIEF - Pittencrief Communications,US
10801   | US | arin     | 2001-11-08 | REGIONS-ASN-1 - REGIONS FINANCIAL CORPORATION,US
10803   | ZA | afrinic  |            | EAST-COAST-ACCESS,ZA
10806   | US | arin     |            | AFP-NET - AGENCE FRANCE PRESSE,US
10808   | CA | arin     |            | THE-GLOBE-AND-MAIL - The Globe and Mail,CA
10809   | US | arin     |            | NCIA - North Country Internet Access,US
10813   | US | arin     |            | DELTATHREE - Deltathree,US
10818   | US | arin     |            | FULLNETOK - Fullnet Communications,US
10819   | US | arin     |            | ICC - IFWORLD Inc.,US
10821   | US | arin     |            | PIONEERINTERNET - Pioneer Internet,US
10823   | US | arin     |            | NETCARRIER - NetCarrier, Inc.,US
10834   | AR | lacnic   |            | Telefonica de Argentina,AR
10835   | US | arin     |            | VISIONARY - Visionary Communications, Inc.,US
10837   | US | arin     |            | WELLSFARGO - Wells Fargo & Company,US
10838   | US | arin     |            | OCEANIC-INTERNET-RR - Oceanic Internet,US
10843   | US | arin     |            | AITNET - Advanced Internet Technologies,US
10844   | US | arin     |            | VASTNET - Vastnet Corp,US
10846   | US | arin     |            | DEERE - Deere & Company,US
10847   | MX | lacnic   |            | Podernet, S.A. de C.V.,MX
10848   | US | arin     | 2001-02-28 | DELL-SERVICES - Dell Marketing USA, L.P.,US
10849   | US | arin     |            | DCCCD - Dallas County Community College District,US
10855   | US | arin     |            | AUTO-BY-TEL - AUTO BY TEL,US
10857   | US | arin     |            | JCPENNEY-AS - JCPenney Co., Inc.,US
10858   | US | arin     | 2008-07-01 | HYPER-BNG-ASN - Hypertherm Inc.,US
10859   | US | arin     |            | COMPUTER-SCIENCES-CORP-NTIS - Computer Sciences Corp - NTIS,US
10865   | CA | arin     |            | ABACOM-ASN - Services Internet Abacom,CA
10867   | US | arin     |            | FHDA-AS - Foothill-DeAnza Community College District,US
10868   | US | arin     |            | DOWNCITY - DownCity LLC,US
10871   | US | arin     |            | NOAANWSERH - National Oceanic and Atmospheric Administration,US
10876   | US | arin     |            | MAOZ-ASN - MAOZ.COM,US
10879   | US | arin     |            | UHC - Unitedhealthcare,US
10880   | US | arin     | 2006-05-05 | YAHOO-AN2 - Yahoo,US
10881   | BR | lacnic   |            | FUNPAR - Fundacao da UFPR para o DCTC,BR
10882   | US | arin     |            | CLARITYCONNECT - Clarity Connect Inc,US
10883   | US | arin     |            | COMSPANUSA - Comspan Communications Inc.,US
10884   | US | arin     |            | FRYIN-AS - Fry Inc,US
10886   | US | arin     |            | MAX-GIGAPOP - University of Maryland,US
10890   | US | arin     |            | PHILADELPHIA-NEWSPAPERS - Philadelphia Newspapers Incorporated,US
10891   | US | arin     |            | UTSWEB - Universal Tax Systems Inc,US
10893   | US | arin     | 2012-06-08 | NYT-EWR1 - The New York Times Company,US
10895   | AR | lacnic   |            | Prima S.A.,AR
10896   | US | arin     |            | VERIFONE - Verifone Incorporated,US
10897   | BR | lacnic   |            | Camara dos Deputados,BR
10899   | US | arin     |            | RADIOSHACKAS - RADIOSHACK CORP,US
109     | US | arin     |            | CISCOSYSTEMS - Cisco Systems, Inc.,US
10905   | US | arin     | 2012-11-27 | CITIC-SECURITIES-INTERNATIONAL-USA - CITIC SECURITIES INTERNATIONAL USA, LLC,US
10906   | BR | lacnic   |            | Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,BR
10908   | US | arin     | 2011-03-14 | CLOUDFLOORAS - CloudfloorDNS,US
10909   | US | arin     | 2007-05-18 | WHITEELMCAPITALLLC - WHITE ELM CAPITAL, LLC,US
10910   | US | arin     |            | INTERNAP-BLK - Internap Network Services Corporation,US
10911   | US | arin     |            | INTERNAP-BLK - Internap Network Services Corporation,US
10912   | US | arin     |            | INTERNAP-BLK - Internap Network Services Corporation,US
10913   | US | arin     |            | INTERNAP-BLK - Internap Network Services Corporation,US
10915   | US | arin     |            | CQL-AS - CQL Incorporated,US
10916   | US | arin     | 2014-09-17 | FIRSTVOLUNTEER - First Volunteer Bank,US
10919   | US | arin     | 2010-02-01 | TROYFP - Troy Corporation,US
10921   | US | arin     |            | KIHNETWORK - Commonwealth of KentuckyDepartment of Information Systems,US
10922   | US | arin     | 2008-06-27 | LIVEJOURNAL - Live Journal Inc.,US
10924   | US | arin     | 2007-08-27 | ASN-GMTN - GANDER MOUNTAIN COMPANY,US
10925   | US | arin     | 2013-10-29 | SNOWBOUND - Snowbound Software Corporation,US
10926   |    | arin     |            | -Reserved AS-,ZZ
10927   | US | arin     |            | PCH-SD-NAP - Packet Clearing House,US
10928   | US | arin     |            | CTI-NETRAX - CTI / Netrax,US
10929   | CA | arin     | 2005-03-11 | NETELLIGENT - Netelligent Hosting Services Inc.,CA
10930   | US | arin     |            | NOVA-INTERNET - Nova Internet Services, Inc.,US
10931   |    | arin     |            | -Reserved AS-,ZZ
10932   | US | arin     | 2012-06-28 | UC2B - UC2B,US
10933   | US | arin     |            | ATXNET-AS - ATX Telecommunications Services,US
10934   | US | arin     |            | AS10934 - JPMorgan Chase & Co.,US
10935   | US | arin     |            | RLC-INTERNET - RLC INTERNET,US
10936   | US | arin     | 2006-10-16 | MARNELL-CORRAO-ASSOC-MCC1 - Marnell Corrao Assoc.,US
10937   | PR | arin     |            | CENTENNIAL-PR - Centennial de Puerto Rico,PR
10938   | BR | lacnic   | 2000-02-16 | AGENCIA ESTADUAL DE TECNOLOGIA DA INFORMACAO - ATI,BR
10939   | US | arin     | 2007-07-12 | PMG1 - Paxton Media Group, LLC.,US
10940   | US | arin     | 2007-03-29 | FONALITY - Fonality, Inc.,US
10941   | US | arin     | 2005-02-28 | ORGAN-1 - Organic, Inc,US
10943   | US | arin     | 2014-03-04 | AS-ORT2 - OLD REPUBLIC NATIONAL TITLE INSURANCE CO.,US
10945   | US | arin     | 2007-05-18 | DEMATTEO-MONNESS-LLC - DeMatteo Monness LLC,US
10946   |    | arin     |            | -Reserved AS-,ZZ
10947   | US | arin     |            | WERCS-NET - Mountain West Technologies Corporation,US
10950   | US | arin     | 2002-07-11 | POLITICO - Politico, LLC,US
10951   | US | arin     | 2007-05-18 | MGA-ENTERTAINMENT - MGA ENTERTAINMENT INC.,US
10952   | US | arin     | 2007-05-11 | ECU-AS - East Carolina University,US
10953   | US | arin     |            | PECO - Exelon Corporation,US
10954   | BR | lacnic   |            | SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,BR
10955   | US | arin     |            | WILPATERSON - WILLIAM PATERSON UNIVERSITY,US
10957   | US | arin     | 2000-03-21 | REALMED - REALMED CORPORATION,US
10958   | US | arin     | 2007-07-12 | ROYELLCOMM-AS - Royell Communications, Inc.,US
10959   | US | arin     |            | BAC-NPC - Bank of America,US
10961   | US | arin     |            | BGP-AS - Boston GigaPoP,US
10962   | US | arin     |            | CERNER-CORP-ASN - Cerner Corporation,US
10964   | AR | lacnic   |            | Red Cooperativa de Comunicaciones,AR
10965   | CA | arin     |            | MRNET - MRNet,CA
10966   | US | arin     |            | ALASKA-AIR - Alaska Airlines, Inc.,US
10967   | US | arin     |            | HOMEDEPOTNET - The Home Depot,US
10968   | US | arin     |            | CARGILL-NET - Cargill Incorporated,US
10969   | US | arin     | 2012-06-28 | TRANSCENDENT - Transcendent, LLC,US
10970   | US | arin     |            | LIGHTEDGE - LightEdge Solutions,US
10971   | US | arin     | 2012-06-04 | CASSCOMM - Cass Cable TV, Inc.,US
10972   | CA | arin     |            | NF-CANET2 - Memorial University, NF CAnet 2 gigaPOP,CA
10973   | US | arin     |            | KALAMA - Scatter Creek InfoNet, Inc.,US
10974   | US | arin     | 2007-05-17 | AS-10974 - CUsource, LLC,US
10975   | US | arin     |            | NET-AIG - American International Group Data Center, Inc.,US
10978   | US | arin     | 2010-12-03 | TRIS3CT - Tris3ct LLC,US
10979   | US | arin     | 2009-06-17 | ICWGROUP - INSURANCE COMPANY OF THE WEST,US
10980   | CA | arin     | 2012-10-03 | STAFFORD - Stafford Communications, Inc.,CA
10981   | US | arin     |            | OPUBCO - The Oklahoma Publishing Company,US
10982   | US | arin     | 2006-10-17 | TIVO-SJ - TiVo, Inc.,US
10983   | AR | lacnic   |            | Telecom Argentina S.A.,AR
10984   | US | arin     |            | IDS-AS-BAYOU - HuntTel,US
10985   | US | arin     | 2010-07-23 | CURTIS-ASNUM - Curtis Instruments, Inc.,US
10986   | AR | lacnic   |            | Intermedia Comunicaciones S.A.,AR
10987   | US | arin     |            | PLUMCREEK-AS - Plum Creek Marketing, Inc.,US
10990   | US | arin     | 2007-05-24 | ASN2TULIX - Tulix Systems, Inc.,US
10991   | US | arin     | 2006-10-17 | CAPGE-HOSTING-MRO - Capgemini U.S. LLC,US
10993   | US | arin     |            | AERIONET-INC - Aerioconnect,US
10995   | US | arin     |            | PNCBANK - PNC Bank,US
10996   | CA | arin     |            | CONCORDE - Concorde inc.,CA
10997   | US | arin     |            | INTDATA-AS - Interactive Data,US
10998   | US | arin     |            | BAC-MLAMRS - Bank of America,US
11003   | US | arin     |            | PANDG - The Procter and Gamble Company,US
11004   | US | arin     |            | KNOWLEDGESOFT - KnowledgeSoft,US
11005   | US | arin     |            | CHX-AS - Chicago Stock Exchange, Inc.,US
11006   | US | arin     | 2010-08-27 | MSF-ASN - MSF Capital LLC,US
11007   | US | arin     | 2005-04-28 | JMBM - Jeffer Mangels Butler & Marmaro LLP,US
11008   | AR | lacnic   |            | Netverk S.A.,AR
11009   | US | arin     | 2012-10-26 | CARLOWUNIV - Carlow University,US
1101    | EU | ripencc  |            | IP-EEND-AS IP-EEND BV,NL
11010   | US | arin     | 2007-05-11 | ENI-HOSTING - ENI-Hosting, LLC,US
11011   | US | arin     | 2005-02-18 | DFTLP - DuPont Fabros Technology LP,US
11012   | US | arin     |            | DDC-AS - The Digital Design Company,US
11013   | US | arin     | 2007-03-05 | BLUE-AS - WideOpenWest Finance LLC,US
11014   | AR | lacnic   |            | CPS,AR
11015   | US | arin     | 2008-09-04 | TCH-AS - Texas Children_s Hospital,US
11016   | US | arin     |            | EXP-EC1999 - Experian,US
11017   | US | arin     | 2010-12-20 | CSN - CSN Support Services,US
11018   | US | arin     |            | GLOBALACCESS - NTT Multimedia Communications Laboratories,US
11019   | US | arin     | 2014-04-09 | HAPROXY-TECHNOLOGIES - HAProxy Technologies, Inc.,US
1102    | EU | ripencc  |            | SMEERBOEL-AS SMEERBOEL BV,EU
11020   | US | arin     |            | QNET-ASN - Quantum Networking Solutions, Inc.,US
11021   | US | arin     | 2014-03-04 | AUTOTRADER-AS - AutoTrader.com, Inc.,US
11022   | US | arin     |            | ALABANZA-BALT - Alabanza, Inc.,US
11023   | US | arin     |            | SYSSRC - System Source,US
11025   | US | arin     | 2005-04-28 | COMCAST-HOUSTON - Comcast - Houston,US
11028   | US | arin     | 2005-10-28 | SETIATHOME - SETIATHOME,US
11029   | US | arin     | 2014-12-30 | BORDER-TECHNOLOGY - Border Technology, LLC,US
1103    | EU | ripencc  |            | SURFNET-NL SURFnet, The Netherlands,NL
11030   | US | arin     |            | QUALCOMM - Qualcomm, Inc.,US
11031   | CA | arin     | 2013-07-11 | ORBIS-INVESTMENTS - Orbis Investments (Canada) Limited,CA
11032   | CA | arin     | 2005-10-28 | UQ - Universite du Quebec,CA
11033   | CA | arin     | 2007-03-05 | ASN-LYNXNET-CA - LYNXNET.CA,CA
11035   | US | arin     | 2006-09-05 | KCPA1 - The Raymond F. Kravis Center for the Performing Arts, Inc.,US
11036   | US | arin     | 2013-12-30 | AVISPL - Signal Perfection, Ltd., Inc.,US
11037   | CA | arin     | 2013-07-08 | MSS-97-ASN01 - Mohawk Shared Services Inc,CA
11038   | US | arin     | 2006-10-18 | TULALIP-TRIBES - The Tulalip Tribes of Washington,US
11039   | US | arin     |            | GWU - The George Washington University,US
1104    | EU | ripencc  |            | NIKHEF Stichting voor Fundamenteel Onderzoek der Materie,NL
11040   | US | arin     |            | FMR-AS1 - Fidelity Investments,US
11042   | US | arin     | 2010-12-03 | LANDIS-HOLDINGS-INC - Landis Holdings Inc,US
11043   | US | arin     | 2010-02-18 | SUNRI-45 - Sunrise Brokers,US
11044   |    | arin     |            | -Reserved AS-,ZZ
11045   | US | arin     |            | STERLING - Sterling Communications, Inc.,US
