AS      | CC | Registry | Allocated  | AS Name
53893   | US | arin     | 2011-07-27 | EARTHWAVESVCS - Earthwave Services, LLC,US
53894   | US | arin     | 2011-07-29 | LOCALEDGE - Hearst Communications Inc.,US
53895   | US | arin     | 2011-08-02 | HSS-INC - HSS Inc.,US
53896   | US | arin     | 2011-08-02 | LUCID-MARKETS-US - Lucid Markets US LLC,US
53897   | US | arin     | 2011-08-02 | SYNOVUS-MOONRD - Synovus Financial Corp,US
53898   | US | arin     | 2011-08-02 | NOVOIDFW - NOVO 1, INC.,US
53899   | US | arin     | 2011-08-03 | PRCM-ASN - Pine River Capital Management,US
539     | US | arin     |            | DNIC-AS-00539 - Headquarters, USAISC,US
5390    | NL | ripencc  |            | EURONET Euronet Communications B.V.,NL
53900   | US | arin     | 2011-08-03 | ORBIMED - OrbiMed Advisors, LLC,US
53901   | US | arin     | 2011-08-03 | BWS-DR-IX-AS - Board of Water Supply,US
53902   | US | arin     | 2011-08-04 | MAGEMOJO - MageMojo, LLC,US
53903   | US | arin     | 2013-01-10 | REBELTECAS - Rebeltec Communications, LLC,US
53904   | CA | arin     | 2011-08-04 | CANARIE-INC - Canarie Inc,CA
53905   | US | arin     | 2011-08-04 | A3ITS - A3 IT Solutions, LLC,US
53906   | CA | arin     | 2011-08-04 | LETHSD51 - Lethbridge School District No. 51,CA
53907   | US | arin     | 2011-08-04 | QTS-RIC1 - QUALITY INVESTMENT PROPERTIES RICHMOND, LLC,US
53908   | US | arin     | 2011-08-04 | D3 - Deluxe Laboratories, Inc.,US
53909   | US | arin     | 2011-08-04 | KIPANYAS - Kipany Productions, LTD.,US
5391    | HR | ripencc  |            | T-HT Hrvatski Telekom d.d.,HR
53911   | US | arin     | 2011-08-04 | NTK001 - NET TALK.COM INC.,US
53913   | US | arin     | 2011-08-05 | ALLENTOWN-DIOCESE - Diocese of Allentown,US
53914   | US | arin     | 2011-08-05 | GENESIS-HOSTING-SOLUTIONS-LLC - Genesis Hosting Solutions, LLC,US
53915   | US | arin     | 2011-08-05 | SEI - SECURITY EQUPMENT INC,US
53916   | US | arin     | 2015-03-26 | CAMPUSDOOR - Campus Door Holdings Inc.,US
53918   | US | arin     | 2011-08-08 | HHRL-ASN - Host Hotels and Resorts, L.P.,US
53919   | US | arin     | 2011-08-09 | READY-AUTO-TRANSPORT - Ready Auto Transport, LLC,US
5392    | IT | ripencc  |            | TELNET-ITALY TELNET S.r.l.,IT
53922   | US | arin     | 2011-08-09 | STUMBLEUPON - StumbleUpon, Inc.,US
53923   |    | arin     |            | -Reserved AS-,ZZ
53924   | US | arin     | 2011-08-09 | CKS-MANAGEMENT - CKS Management,US
53925   |    | arin     |            | -Reserved AS-,ZZ
53926   | US | arin     | 2013-06-06 | APA-US-ASN - Apache Corporation,US
53927   | US | arin     | 2011-08-10 | ACI-WORLDWIDE - ACI Worldwide, Inc.,US
53928   | US | arin     | 2011-08-10 | VALUTEL-COMM-INC - ValuTel Communications, Inc.,US
53929   |    | arin     |            | -Reserved AS-,ZZ
53930   | US | arin     | 2013-01-10 | SABA-AS-001 - Saba Software Inc.,US
53931   | US | arin     | 2011-08-10 | TALQ-NET-01 - Talquin Electric Coop, Inc,US
53934   | US | arin     | 2011-08-10 | SZW-INC - SUB-ZERO GROUP, INC.,US
53936   | US | arin     | 2011-08-11 | EDENRED-USA - WiredCommute LLC,US
53937   | US | arin     | 2014-06-13 | SMH-AS-NO - Sarasota Memorial Hospital,US
53938   | US | arin     | 2013-12-19 | NEXTHORIZON-1 - Next Horizon,US
5394    | IT | ripencc  |            | UNIDATA UNIDATA S.p.A.,IT
53940   | US | arin     | 2011-08-11 | TMH-14-HQ - Tallahassee Memorial HealthCare Inc.,US
53941   | US | arin     | 2011-08-11 | ACC-INET - Accertify, Inc.,US
53942   | US | arin     | 2011-08-11 | ASN-CTCAK-1 - Cordova Telephone Cooperative, Inc.,US
53943   | US | arin     | 2011-08-12 | PAYLOCITY - Paylocity Corporation,US
53944   | US | arin     | 2014-01-16 | JJT-GULFTECH - J & J Telecommunications,US
53945   | US | arin     | 2011-08-12 | PHL-INT - Hangley Aronchick Segal & Pudlin,US
53946   | US | arin     | 2011-08-12 | HMNMH - Henry Mayo Newhall Memorial Hospital,US
53947   |    | arin     |            | -Reserved AS-,ZZ
53948   | US | arin     | 2011-08-12 | ONEIRIC - Oneiric Systems, LLC,US
53949   | US | arin     | 2011-08-12 | BCT-AS1 - Benton Cooperative Telephone Company,US
53951   | US | arin     | 2011-08-15 | GLMX-AS - GLM Operations LLC,US
53952   | US | arin     | 2013-01-10 | LMISP - Lockheed Martin,US
53953   | US | arin     | 2013-04-11 | PROD-MAIN-DR - OptionMonster Holdings, Inc,US
53954   | US | arin     | 2011-08-16 | AAC-DAL-TP-9 - Taylor Publishing Co., Inc.,US
53955   | US | arin     | 2011-08-17 | ALIGN-DRT - ALIGN Inc.,US
53956   | US | arin     | 2013-09-09 | TOWNES-BROADBAND - Townes Broadband Corporation,US
53957   | US | arin     | 2011-08-17 | SC-ASN - SLS MANAGEMENT, LLC,US
53958   | US | arin     | 2011-08-17 | ZT-SYSTEMS-GROUP - ZT Group International, Inc,US
53959   | US | arin     | 2015-03-27 | PSDATA - Public Service Data, Inc.,US
5396    | IT | ripencc  |            | MC-LINK MC-link Spa,IT
53960   | US | arin     | 2011-08-17 | MAZZ-AS - MAZZETTA COMPANY,US
53962   | US | arin     | 2011-08-17 | MEDIA-ARTS-LAB - Media Arts Lab,US
53963   | US | arin     | 2011-08-17 | LRGHEALTHCARE - LRGHealthcare,US
53964   | US | arin     | 2015-01-27 | ADDSYSTEMS - Advanced Digital Data, Inc.,US
53965   | US | arin     | 2011-08-18 | CCSEBGP - Correct Care Solutions LLC,US
53966   | US | arin     | 2014-06-24 | PEI-GENESIS-1 - PEI-Genesis, Inc.,US
53967   | US | arin     | 2011-08-18 | EYE-FI - Eye-Fi, Inc.,US
53968   | US | arin     | 2011-08-19 | PVA-MN - Paralyzed Veterans of America,US
5397    | IT | ripencc  |            | INROMA-AS CINECA CONSORZIO INTERUNIVERSITARIO,IT
53970   | US | arin     | 2011-08-19 | SELMED-1 - Select Medical Corporation,US
53972   | US | arin     | 2011-08-19 | WEPA-LLC - WEPA,US
53973   | US | arin     | 2011-08-22 | FREEPOINT-COMMODITIES - Freepoint Commodities, LLC,US
53974   | US | arin     | 2011-08-22 | JAZZ-NETWORK - Jazz Network Inc.,US
53975   | US | arin     | 2011-08-22 | WAM - WESTERN ASSET MANAGEMENT COMPANY,US
53978   | US | arin     | 2011-08-22 | ACUMED - Acumed, LLC,US
53979   | US | arin     | 2011-08-22 | BREVARD-COMMUNITY-COLLEGE - Eastern Florida State College,US
53980   | US | arin     | 2011-08-23 | MYPUBLISHER-24-246-119-BGP - MyPublisher Inc,US
53981   | US | arin     | 2011-08-23 | GOGIINET - Gogii Inc.,US
53982   | US | arin     | 2011-08-23 | GILTGROUPE-AS - GILT GROUPE Inc,US
53983   | US | arin     | 2011-08-23 | CORKAT-DATA-SOLUTIONS - CorKat Data Solutions, LLC,US
53984   | US | arin     | 2011-08-23 | AS-WELLSTAR - Wellstar Health System,US
53985   | US | arin     | 2011-08-24 | DODGE-AND-COX-FUNDS - DODGE & COX,US
53986   | US | arin     | 2011-08-24 | THE-OBSERVATORY - The Observatory US Inc,US
53987   | CA | arin     | 2011-08-24 | ENBRIDGEPIPELINES - Enbridge Pipelines Inc.,CA
53989   | US | arin     | 2011-08-24 | SWAYZEECOM - Swayzee Telephone Company, Inc.,US
53990   | US | arin     | 2014-06-26 | CULTURE-SERVICE-GROWTH - Culture Service Growth,US
53991   | US | arin     | 2011-08-25 | NSCALED-INC - nScaled Inc,US
53993   | US | arin     | 2011-08-25 | MRA-ASN-NYC1 - Mercury Radio Arts, Inc.,US
53995   | US | arin     | 2011-08-26 | ULLIC-SS - Ullico Inc,US
53996   | US | arin     | 2011-08-26 | IDS - International Document Services, Inc.,US
53998   | US | arin     | 2014-06-27 | NSC-AS01 - National Systems Corporation,US
53999   | CA | arin     | 2011-08-29 | AS-PRIORITYCOLO2 - Priority Colo Inc,CA
5400    | GB | ripencc  |            | BT British Telecommunications plc,GB
54001   | US | arin     | 2011-08-30 | SATELEPHONE - S & A Telephone Co. Inc,US
54002   | CA | arin     | 2011-08-30 | CRSNETWORKS - CRS Networks Inc,CA
54003   | US | arin     | 2011-08-31 | ULS-LLC - Urban Lending Solutions,US
54005   | US | arin     | 2011-08-31 | TUNEIN - TUNEIN, INC.,US
54006   | US | arin     | 2011-08-31 | RANCH-WIRELESS-INC - Ranch Wireless Inc,US
54007   | US | arin     | 2011-09-01 | WBT-ORL - Wycliffe Bible Translators,US
54008   | US | arin     | 2011-09-01 | TTIML-ASN - Tall Tree Investment Management, LLC,US
5401    | DE | ripencc  |            | ASN-CLUENET Daniel Roesen,DE
54010   | US | arin     | 2011-09-01 | ASN-SIML - SRS Investment Management, LLC,US
54011   | US | arin     | 2011-09-02 | NYDH - NewYork-Presbyterian Hospital,US
54012   | US | arin     | 2011-09-02 | CATS-AS - Comira,US
54013   | US | arin     | 2011-09-02 | VARONISUS - Varonis Systems, Inc.,US
54014   | US | arin     | 2011-09-02 | VUNITY-INC - vUnity, Inc,US
54015   | US | arin     | 2011-09-02 | CHI-INT-PROD-MKT-NET - Chicago International Produce Market Condominium association,US
54017   | US | arin     | 2014-06-26 | UCARE-MN - UCare Minnesota,US
54018   | US | arin     | 2011-09-02 | CARRENTALS - CarRentals LLC,US
5402    |    | ripencc  |            | -Reserved AS-,ZZ
54020   | US | arin     | 2011-09-08 | ADMONET-LLC - Admo.net LLC,US
54022   | US | arin     | 2011-09-09 | KMTEL-NET - K & M Telephone Company, Inc,US
54023   | US | arin     | 2013-01-10 | ASIC-ONT - APPLIED SYSTEMS, INC,US
54024   | US | arin     | 2011-09-09 | CFA-INSTITUTE - CFA Institute,US
54025   | US | arin     | 2011-09-09 | CAPELLAUNIVERSITY - Capella University,US
54026   | US | arin     | 2011-09-09 | NML-26-ASN - Nokota Management, LP,US
5403    | AT | ripencc  |            | AS5403 APA-IT Informations Technologie G.m.b.H,AT
54030   | US | arin     | 2011-09-12 | SUMMIT-SOL-ASN - Summit Solutions, LLC,US
54031   | US | arin     | 2011-09-12 | CHE-BANNERVIEW-1 - BannerView.com,US
54032   | US | arin     | 2011-09-12 | SEATTLEPACIFICUNIV - Seattle Pacific University,US
54034   | US | arin     | 2011-09-12 | INFOGIX - Infogix, Inc.,US
54035   | US | arin     | 2011-09-14 | DAVEY-HOLDINGS-LLC - Davey Holdings LLC,US
54036   | US | arin     | 2011-09-14 | CHES-NET - Clean Harbors Environmental Services, Inc.,US
54037   |    | arin     |            | -Reserved AS-,ZZ
54038   | US | arin     | 2011-09-14 | CALLIDUS-SOFTWARE - Callidus Software Inc.,US
54039   | US | arin     | 2011-09-14 | EIWIFI - Eastern Indiana WIFI, Inc.,US
5404    | AT | ripencc  |            | CONOVA-AS ASN conova communications GmbH,AT
54040   | US | arin     | 2011-09-14 | NBCUNI - NBCUniversal,US
54041   | US | arin     | 2011-09-14 | C2CLOUD - C2 Cloud Services, LLC,US
54042   | US | arin     | 2011-09-14 | ROCKETSPACE-SFO1 - Rocket Space, Inc.,US
54043   | US | arin     | 2011-09-14 | UNIFIED-GROC - Unified Grocers, Inc.,US
54044   | CA | arin     | 2011-09-15 | QITX-INC - QITX INC,CA
54045   | US | arin     | 2011-09-14 | WAVETECHSYSTEMS - Wavetech Systems, LLC.,US
54046   | US | arin     | 2011-09-15 | QUICKWEB-USA-NET - QuickWeb Technologies LLC,US
54047   | US | arin     | 2011-09-15 | GBPMANAGEMENTINC - GBP MANAGEMENT, INC.,US
54048   | US | arin     | 2011-09-15 | CVIN - CVIN LLC,US
5405    | AT | ripencc  |            | CSO_NET CSO.net Internet Services GmbH,AT
54050   | US | arin     | 2011-09-15 | GPMLIFE - Government Personnel Mutual Life Insurance Company,US
54051   | US | arin     | 2011-09-16 | GAVELINTL-ASN - Gavel International Corparation,US
54053   | US | arin     | 2013-01-10 | REALOGY-DDC - Realogy Group LLC,US
54054   | US | arin     | 2011-09-19 | DETEQUE - Deteque LLC,US
54055   | US | arin     | 2011-09-19 | RSNB-01 - RSNB Bank,US
54056   | US | arin     | 2011-09-19 | PCA-AS - Packaging Corporation of America,US
54057   | US | arin     | 2011-09-19 | WST-INET - Wheat State Telephone, Inc.,US
54058   | CA | arin     | 2011-09-19 | KOBO - Kobo inc.,CA
54059   | US | arin     | 2011-09-19 | ITELLUS - Itelligence Inc.,US
54060   | US | arin     | 2011-09-19 | POUDRESCHOOLDISTRICT - Poudre School District R-1,US
54061   | US | arin     | 2011-09-19 | TBBK-INTERNET - The Bancorp Incorporated,US
54066   | US | arin     | 2011-09-20 | WURTHBSC - Wurth Baer Supply Company,US
54067   | US | arin     | 2011-09-20 | CSC-ASN - Columbia Sportswear Company,US
54068   | US | arin     | 2011-09-20 | CGS-BGP - City of Greenville, SC,US
54069   | US | arin     | 2011-09-20 | NETGAIN-INTERNET1 - NetGain,US
54070   | CA | arin     | 2011-09-20 | OCADU - Ontario College of Art & Design University,CA
54071   | US | arin     | 2011-09-20 | PROHEALTH - ProHealth Physicians, Inc.,US
54072   | US | arin     | 2011-09-21 | ASN-CCC - Central Community College,US
54073   | US | arin     | 2011-09-21 | TIZEN - Linux Foundation,US
54075   | US | arin     | 2011-09-21 | ARBUCKLE-COMMUNICATIONS - Arbuckle Communications, INC.,US
54076   | US | arin     | 2011-09-21 | FRS-ASN1 - Frisch_s Restaurants, Inc.,US
54077   | US | arin     | 2011-09-22 | OMH - Old Mutual (US) Holdings,US
54078   | US | arin     | 2011-09-22 | FFCU - Freedom of Maryland Federal Credit Union,US
54079   | US | arin     | 2011-09-22 | BENNINGTON-COLLEGE - Bennington College,US
5408    | GR | ripencc  |            | GR-NET Greek Research and Technology Network,GR
54081   | CA | arin     | 2011-09-22 | MMCM-ASN - Entreprise MMCM DATA inc.,CA
54084   | US | arin     | 2011-09-26 | REGION14ESC - REGION 14 EDUCATION SERVICE CENTER,US
54085   | CA | arin     | 2011-09-26 | TEIG - Economical Insurance,CA
54086   | US | arin     | 2011-09-26 | SINGLE-DIGITS - Single Digits, Inc.,US
54087   | US | arin     | 2011-09-26 | SECOR - SECOR Asset Management, LP,US
54089   | US | arin     | 2011-09-27 | OPTECH - Operational Technologies Corporation,US
5409    | DE | ripencc  |            | TPL-ASN Toplink GmbH,DE
54090   | US | arin     | 2011-09-27 | ATL01 - KONGE TECH CORP,US
54091   | US | arin     | 2011-09-27 | WWMCASN - White Wilson Medical Center, P.A.,US
54092   | US | arin     | 2011-09-27 | DRW-HOLDINGS - DRW Holdings, LLC,US
54093   | US | arin     | 2011-09-27 | MAYO-REGIONAL-HOSPITAL - Mayo Regional Hospital,US
54098   | US | arin     | 2011-09-29 | LIONLINK-NETWORKS - LIONLINK NETWORKS,US
54099   | US | arin     | 2013-10-16 | CITYOFSAVANNAH - City of Savannah,US
5410    | FR | ripencc  |            | ASN-BOUYGTEL-ISP Bouygues Telecom SA,FR
54100   | US | arin     | 2014-06-26 | JLPC - jackson lewis p.c.,US
54101   | US | arin     | 2011-09-30 | EPIC-ASN - EPIC Aviation, LLC,US
54102   | US | arin     | 2014-06-26 | FABFIBERNET - Fabulous Fiber LLC,US
54103   | US | arin     | 2015-05-06 | MODMC - MOD Mission Critical,US
54104   | US | arin     | 2011-09-30 | AS-NETDNA - netDNA,US
54105   | US | arin     | 2011-10-03 | SSM-NET - Second Street,US
54106   |    | arin     |            | -Reserved AS-,ZZ
54107   | US | arin     | 2011-10-03 | ZYNGA-CORP - Zynga Corp.,US
54108   | US | arin     | 2011-10-03 | HGBGPAS-49 - Huntsman Gay Global Capital, LLC,US
54110   | CA | arin     | 2011-10-04 | MODULIS - Modulis,CA
54111   | US | arin     | 2011-10-04 | VITALSUPPORT - Vital Support Systems,LLC,US
54113   | US | arin     | 2011-10-04 | FASTLY - Fastly,US
54114   | US | arin     | 2011-10-04 | 1010DATA - 1010Data, Inc.,US
54115   | US | arin     | 2011-10-04 | FACEBOOK-CORP - Facebook Inc,US
54116   | US | arin     | 2011-10-04 | NWVOX - NWVOX,US
54118   | US | arin     | 2011-10-07 | ARKCLOUD - Christian Interactive Network,US
54119   | US | arin     | 2011-10-07 | ELAUWIT-NET - Elauwit, LLC,US
54120   | US | arin     | 2011-10-07 | MFF - MARC FISHER LLC,US
54121   | US | arin     | 2011-10-07 | DMSAS - David M. Schwarz Architects, Inc.,US
54123   | PR | arin     | 2011-10-07 | CAMC-NET - COSVI Asset Management Corp.,PR
54124   | US | arin     | 2011-10-07 | TRAVELINC-NSC - TRAVEL INCORPORATED,US
54125   | US | arin     | 2011-10-07 | MANDIANT - MANDIANT Corp,US
54127   | US | arin     | 2011-10-10 | BRICKSTORES - Incomsite, Inc.,US
54128   | US | arin     | 2011-10-11 | POKEMON-BELLEVUE - The Pokemon Company International, Inc.,US
54129   | US | arin     | 2011-10-11 | SWARM-AS1 - Swarmbuilder, Inc.,US
5413    | GB | ripencc  |            | AS5413 Daisy Communications Ltd,GB
54130   | US | arin     | 2011-10-11 | AFBA-AS - AFBA,US
54132   | US | arin     | 2011-10-11 | IPC-AS - Integration Partners Corporation,US
54134   | US | arin     | 2011-10-11 | UNIDOS - Unidos Financial Services, Inc.,US
54135   | US | arin     | 2011-10-11 | GSC-JACKSONVILLEFL - Gannett Supply Corp. - Jacksonville, FL,US
54138   | US | arin     | 2011-10-11 | STALLMILLAS - Overplay, Inc,US
54140   |    | arin     |            | -Reserved AS-,ZZ
54141   | US | arin     | 2011-10-12 | CPSMERCH - Chase Paymentech Solutions, LLC,US
54142   | US | arin     | 2011-10-12 | ICCABLE - INSIDE CONNECT CABLE LLC,US
54143   | US | arin     | 2011-10-13 | HEHENET - i9 Technologies,US
54144   | US | arin     | 2011-10-13 | KLEINART-NET - Shawn Kleinart Consulting,US
54147   | US | arin     | 2011-10-13 | ULTIMATEMEDICALACADEMY-AS - UMA Education, Inc.,US
54148   | US | arin     | 2011-10-13 | CBINYB - Citic Bank International Limited, New York Branch,US
54149   | US | arin     | 2013-04-11 | TS5LLC - TS5 LLC,US
5415    | UA | ripencc  |            | GU MOBICOM Ltd.,UA
54152   | US | arin     | 2011-10-13 | BSCA-INTERNET2 - Blue Shield of California,US
54154   | US | arin     | 2011-10-14 | FIBERSPHERE - Fibersphere Communications, Inc.,US
54155   | US | arin     | 2011-10-14 | GREENCLOUD - Green Cloud Technologies,LLC,US
54156   | US | arin     | 2011-10-17 | CITY-OF-HUNTSVILLE - City of Huntsville,US
54157   | US | arin     | 2011-10-17 | NY-OCG - Orange County Government,US
54159   | US | arin     | 2011-10-18 | XETRANETWORKS - Xetra Networks Inc.,US
5416    | BH | ripencc  |            | Batelco,BH
54160   | US | arin     | 2011-10-18 | TELEV-AS-1 - TeleNav, Inc.,US
54162   | US | arin     | 2011-10-19 | AURORA-ASN - Aurora University,US
54164   | CA | arin     | 2011-10-19 | COMPUTERTALK - Computer Talk,CA
54167   | CA | arin     | 2011-10-25 | QUESTADE - Questrade Inc.,CA
54169   | US | arin     | 2011-10-26 | MGH-ION-1 - Marin General Hospital,US
5417    | NL | ripencc  |            | DEMON-NL XS4ALL Internet BV,NL
54170   | US | arin     | 2015-02-18 | O25 - o25 Inc,US
54173   | US | arin     | 2011-10-27 | ACCELAHOSTING-1 - Accela, Inc.,US
54174   | US | arin     | 2011-10-27 | BCBST - BlueCross BlueShield of Tennessee,US
54175   | CA | arin     | 2011-10-27 | WBGM - WB Games Montreal Inc,CA
54176   | US | arin     | 2011-10-28 | AS54176 - JAB Wireless, INC.,US
54177   | US | arin     | 2011-10-28 | ASN-SJFC - St. John Fisher College,US
54178   | US | arin     | 2011-10-28 | USAI-NA-01 - Urban Science Applications, Inc.,US
54179   | US | arin     | 2011-10-28 | VCOE - Ventura County Office of Education,US
5418    | NL | ripencc  |            | NERDNET-AS nerdnet,NL
54180   | US | arin     | 2014-06-27 | SMVLMS - SMITHVILLE TELEPHONE CO,US
54181   | US | arin     | 2011-10-28 | SJH-BANGOR-AS1 - ST JOSEPH HOSPITAL,US
54182   | CA | arin     | 2011-10-28 | AXIA-CONNECT - Axia Connect Limited,CA
54183   | US | arin     | 2011-10-28 | PEER39-ASN - Peer39 Inc,US
54184   | US | arin     | 2011-10-28 | SVGNETWORK - Sun Valley Gold LLC,US
54185   | US | arin     | 2013-04-22 | PRMI-CORP-AS01 - PRIMARY RESIDENTIAL MORTGAGE,US
54186   | US | arin     | 2011-10-31 | MTA-URS-ESA - MTA,US
54187   | US | arin     | 2011-10-31 | ECINET2 - EZE Castle Integration Inc.,US
54189   | US | arin     | 2011-11-01 | HLIOP-ASN2 - HLI Operating Company, Inc.,US
5419    | NL | ripencc  |            | CUCI Cubic Circle B.V.,NL
54190   | US | arin     | 2011-11-01 | LDSM-AS - Leads Media, Inc,US
54191   | CA | arin     | 2011-11-02 | AS-ICEWIRELESS - Ice Wireless Inc.,CA
54193   | US | arin     | 2015-01-27 | CDI-NET - CDI Corporation,US
54194   | CA | arin     | 2011-11-02 | COMMUNITY-NETWORKS-INC - Community Networks Inc,CA
